2015-11-25 15:04:03.6926|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.AssemblyBuilder.Compile()
2015-11-25 15:04:05.3132|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:05.4561|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:05.5932|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:05.7292|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:05.8687|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.0402|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.1815|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.3198|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.4632|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.6064|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.8560|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:06.9999|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.1452|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.2870|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.4564|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.5990|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.7380|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:07.8751|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.0119|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.1568|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.2935|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.4345|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.5767|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.7130|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.8557|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:08.9912|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:09.1256|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:09.2612|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:09.4028|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:09.5400|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:09.6850|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:15.4497|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.AssemblyBuilder.Compile()
2015-11-25 15:04:15.5938|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:15.7383|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:15.8759|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.0160|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.1607|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.3047|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.4493|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.5846|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
2015-11-25 15:04:16.7255|Fatal| Controller: Game | Action: Index | Message: d:\GameStoreApp\Task8\GameStore\GameStore.WebUI\Views\Game\Index.cshtml(61): error CS1061: 'GameStore.WebUI.Models.FilteredGamesViewModel' does not contain a definition for 'Filter' and no extension method 'Filter' accepting a first argument of type 'GameStore.WebUI.Models.FilteredGamesViewModel' could be found (are you missing a using directive or an assembly reference?) | Where:    at System.Web.Compilation.BuildManager.PostProcessFoundBuildResult(BuildResult result, Boolean keyFromVPP, VirtualPath virtualPath)
